Formation_Set_ID,play,side_of_ball,play_art,description
170,Hb Counter,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_hb-counter.png,
168,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_hb-slip-screen.png,
171,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_spread_hb-slip-screen.png,
170,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_hb-slip-screen.png,
109,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_hb-slip-screen.png,
169,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_read-option.png,
170,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_read-option.png,
9,617,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-offset_617.png,
171,Bubble Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_spread_bubble-screen.png,
159,Circle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_circle.png,
168,Counter Y,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_counter-y.png,
169,Fade Smash,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_fade-smash.png,
77,Fake Screen Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off-wk_fake-screen-wheel.png,
171,Flanker Dig,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_spread_flanker-dig.png,
170,Flood Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_flood-post.png,
169,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_hb-dive.png,
170,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_hb-dive.png,
170,Hb Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_hb-draw.png,
109,Hb Iso,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_hb-iso.png,
159,Hitch Seam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_hitch-seam.png,
169,Rpo Alert Dive Hitches,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_rpo-alert-dive-hitches.png,
168,Pa Y Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_pa-y-cross.png,
168,Pivot In Seams,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_pivot-in-seams.png,
170,Rpo Read Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_rpo-read-bubble.png,
171,Slant Flats,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_spread_slant-flats.png,
171,Pa Slot Crosses,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_spread_pa-slot-crosses.png,
159,Rns Switch Curl Flat,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_rns-switch-curl-flat.png,
109,Rpo Read Y Flat,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_rpo-read-y-flat.png,
170,Inside Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_inside-switch.png,
159,Rns Switch Dig,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_rns-switch-dig.png,
170,Pa Deep In,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_pa-deep-in.png,
169,Pa Wheelies,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_pa-wheelies.png,
168,Rpo Read Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_rpo-read-bubble.png,
169,Slot Outside,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_slot-outside.png,
169,Quick Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_quick-slants.png,
170,Rpo Alert Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-left-open_rpo-alert-screen.png,
109,Pa Se Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_pa-se-screen.png,
168,Y Lead Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_y-lead-read-option.png,
77,Pa Se Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off-wk_pa-se-screen.png,
159,Quick Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_quick-slants.png,
169,Quick Slot Out,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_quick-slot-out.png,
159,Rns Post Drag,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_rns-post-drag.png,
169,Rpo Alert Dive Out,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_rpo-alert-dive-out.png,
63,Rpo Alert Draw Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base-flex_rpo-alert-draw-stick.png,
63,Verticals,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base-flex_verticals.png,
168,X Dagger,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-off-close-wk_x-dagger.png,
169,Zone Alert Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_zone-alert-bubble.png,
169,Zone Alert X Smoke,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_zone-alert-x-smoke.png,
169,Pa Wheelie Curls,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_spread_pa-wheelie-curls.png,
172,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_hb-slip-screen.png,
172,Dagger,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_dagger.png,
119,Curls Combo,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open_curls-combo.png,
173,Quick Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_quick-slants.png,
174,Flood Sit,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_flood-sit.png,
174,Jet Chip Wasp,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_jet-chip-wasp.png,
57,Hb Quick Base,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-y-flex_hb-quick-base.png,
88,Slot Fades Hb Seam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_slot-fades-hb-seam.png,
172,Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_inside-zone.png,
102,Hb Power O,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-power-o.png,
175,Pa Seam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_pa-seam.png,
175,Mesh,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_mesh.png,
120,Dagger,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-bunch-open_dagger.png,
138,Levels Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_levels-switch.png,
172,Fade Smash,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_fade-smash.png,
159,H Shallow Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_h-shallow-cross.png,
175,Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_inside-zone.png,
175,Bench,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_bench.png,
172,Empty Slot Under,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_empty-slot-under.png,
159,Pa Gt Z Tunnel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_pa-gt-z-tunnel.png,
173,Curls,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_curls.png,
138,Hb Off Tackle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_hb-off-tackle.png,
102,Hb Off Tackle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-off-tackle.png,
174,Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_inside-zone.png,
138,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_read-option.png,
172,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_read-option.png,
109,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_read-option.png,
119,Speed Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open_speed-option.png,
18,Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_stick.png,
18,Stick N Nod,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_stick-n-nod.png,
163,Strong Flood,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-open_strong-flood.png,
173,26 Duo,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_26-duo.png,
57,Angle Y Sail,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-y-flex_angle-y-sail.png,
175,Bench Swap,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_bench-swap.png,
88,Cross H Divide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_cross-h-divide.png,
57,Cross H Divide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-y-flex_cross-h-divide.png,
138,Curls Dig,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_curls-dig.png,
174,Dagger Sit,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_dagger-sit.png,
18,Dig Curl Read,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_dig-curl-read.png,
175,Drive Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_drive-switch.png,
175,Drive Trail,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_drive-trail.png,
172,Empty Flood Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_empty-flood-switch.png,
172,Empty Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_empty-stick.png,
172,Empty Vertical,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_empty-vertical.png,
172,Empty Y Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_empty-y-cross.png,
57,Fake Jet Hb Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-y-flex_fake-jet-hb-wheel.png,
57,Fake Jet Mesh Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-y-flex_fake-jet-mesh-wheel.png,
172,Fake Screen Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_fake-screen-wheel.png,
18,Fk Screen Sluggo,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_fk-screen-sluggo.png,
18,Fk Screen Verts,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_fk-screen-verts.png,
71,Gt Counter,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_gt-counter.png,
159,Gt Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_gt-read-option.png,
159,H Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_h-wheel.png,
102,Hb Belly Weak,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-belly-weak.png,
173,Hb Blast,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_hb-blast.png,
102,Hb Counter Wk,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-counter-wk.png,
175,Hb Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_hb-draw.png,
172,Hb Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_hb-draw.png,
174,Hb Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_hb-draw.png,
173,Hb Stretch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_hb-stretch.png,
175,Hb Sweep,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_hb-sweep.png,
71,Orbit Rpo Alert,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_orbit-rpo-alert.png,
50,Jet Hb Split Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_doubles-y-off_jet-hb-split-dive.png,
109,Pa Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_pa-bubble.png,
71,Orbit Pa Counter,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_orbit-pa-counter.png,
18,Mtn Hb Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_mtn-hb-screen.png,
71,Pa Counter Slot Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_pa-counter-slot-cross.png,
163,Stick Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-open_stick-bubble.png,
163,Levels Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_trips-open_levels-switch.png,
174,Rpo Read Fl Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_rpo-read-fl-screen.png,
138,Mtn Hb Swing,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_mtn-hb-swing.png,
71,Orbit Alert Counter,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_orbit-alert-counter.png,
102,Pa Ctr Waggle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-ctr-waggle.png,
71,Pa Gt Z Tunnel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_pa-gt-z-tunnel.png,
174,Rpo Peek Slant,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_rpo-peek-slant.png,
102,Te Shake,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_te-shake.png,
175,Zone Fake Jet,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_zone-fake-jet.png,
172,Rpo Alert Omaha,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_rpo-alert-omaha.png,
88,Y Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_y-cross.png,
102,Pa Boot Left,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-boot-left.png,
173,Pa Sprint Hb Flat,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_pa-sprint-hb-flat.png,
159,Y Shallow Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_y-shallow-cross.png,
174,Mtn Verticals,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_mtn-verticals.png,
159,Smash Y Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_smash-y-post.png,
102,Pa Power O,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-power-o.png,
102,Inside Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_inside-cross.png,
102,Pa Flood,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-flood.png,
174,Pa Cross Sit,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_pa-cross-sit.png,
159,Y Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_y-stick.png,
174,Mtn Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_mtn-stick.png,
175,Pa Flood Shot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_pa-flood-shot.png,
172,Levels Y Corner,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_levels-y-corner.png,
173,Pa Scissors,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_pa-scissors.png,
159,Whip Hb Rail,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_whip-hb-rail.png,
18,Inside Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_inside-cross.png,
172,Inside Post Out,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_inside-post-out.png,
172,Levels Sail,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_levels-sail.png,
50,Pa Out N Ups,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_doubles-y-off_pa-out-n-ups.png,
174,Pa Slot Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_pa-slot-cross.png,
175,Pa X Clown,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_pa-x-clown.png,
18,Wr Mid Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_wr-mid-screen.png,
18,Y Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_y-cross.png,
175,Jet Pass Fk Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_jet-pass-fk-zone.png,
18,Jet Touch Pass,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_jet-touch-pass.png,
159,Levels Y Sail,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_levels-y-sail.png,
119,Mesh,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open_mesh.png,
175,Mesh Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_mesh-switch.png,
159,Mills,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_mills.png,
174,Mtn Fade Smash,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_mtn-fade-smash.png,
138,Mtn Four Verticals,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_mtn-four-verticals.png,
138,Mtn Inside Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_mtn-inside-cross.png,
138,Mtn Spot Y Corner,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_mtn-spot-y-corner.png,
138,Mtn Te Mid Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_mtn-te-mid-screen.png,
138,Mtn Z Spot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_mtn-z-spot.png,
172,Outside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_outside-zone.png,
174,Outside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_outside-zone.png,
51,Pa Boot Rt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_y-off-trips_pa-boot-rt.png,
173,Pa Comeback Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_pa-comeback-slide.png,
102,Pa Fl Stretch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-fl-stretch.png,
88,Pa Hb Swing,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_pa-hb-swing.png,
173,Pa Power O,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/i-form_pro_pa-power-o.png,
159,Pa Slot Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_pa-slot-cross.png,
88,Pa Slot Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_pa-slot-post.png,
159,Pa Slot Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_pa-slot-slide.png,
174,Pa Verts,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_pa-verts.png,
175,Pa Zone Fk Jet,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_pa-zone-fk-jet.png,
138,Redzone Under,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_redzone-under.png,
71,Rpo Alert Counter Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_doubles-y-off_rpo-alert-counter-bubble.png,
172,Rpo Alert Out,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex_rpo-alert-out.png,
159,Rpo Read Slot Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_rpo-read-slot-slide.png,
88,Shallow Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_shallow-screen.png,
18,Slot Drive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_slot-drive.png,
138,Slot Drive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-open-offset_slot-drive.png,
159,Smash Hb Seam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread_smash-hb-seam.png,
18,Spot N Go,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_spot-n-go.png,
174,Spot Quads,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_spot-quads.png,
18,Stick Z Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_empty-base_stick-z-post.png,
88,Stick Z Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_spread-dbl-flex_stick-z-post.png,
174,Verticals Y Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trey-y-flex-str_verticals-y-cross.png,
175,Wheel Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_tight-slots_wheel-switch.png,
